behaviorSpaceRun,numComponents,terr,mem,numPred
176,5,Prey,Individual,4
177,3,Prey,Individual,4
178,4,Prey,Individual,4
179,4,Prey,Individual,4
180,4,Prey,Individual,4
181,3,Prey,Individual,4
182,5,Prey,Individual,4
183,3,Prey,Individual,4
184,3,Prey,Individual,4
185,4,Prey,Individual,4
186,3,Prey,Individual,4
187,4,Prey,Individual,4
188,3,Prey,Individual,4
189,3,Prey,Individual,4
190,4,Prey,Individual,4
191,4,Prey,Individual,4
192,3,Prey,Individual,4
193,3,Prey,Individual,4
194,2,Prey,Individual,4
195,2,Prey,Individual,4
196,3,Prey,Individual,4
197,6,Prey,Individual,4
198,2,Prey,Individual,4
199,2,Prey,Individual,4
200,4,Prey,Individual,4
1,5,Prey,None,1
2,3,Prey,None,1
3,4,Prey,None,1
4,3,Prey,None,1
5,3,Prey,None,1
6,4,Prey,None,1
7,3,Prey,None,1
8,5,Prey,None,1
9,2,Prey,None,1
10,5,Prey,None,1
11,3,Prey,None,1
12,2,Prey,None,1
13,3,Prey,None,1
14,3,Prey,None,1
15,4,Prey,None,1
16,8,Prey,None,1
17,3,Prey,None,1
18,4,Prey,None,1
19,3,Prey,None,1
20,7,Prey,None,1
21,9,Prey,None,1
22,3,Prey,None,1
23,5,Prey,None,1
24,2,Prey,None,1
25,3,Prey,None,1
26,2,Prey,None,1
27,5,Prey,None,1
28,2,Prey,None,1
29,5,Prey,None,1
30,3,Prey,None,1
31,2,Prey,None,1
32,8,Prey,None,1
33,4,Prey,None,1
34,2,Prey,None,1
35,5,Prey,None,1
36,4,Prey,None,1
37,2,Prey,None,1
38,3,Prey,None,1
39,3,Prey,None,1
40,4,Prey,None,1
41,2,Prey,None,1
42,5,Prey,None,1
43,3,Prey,None,1
44,4,Prey,None,1
45,4,Prey,None,1
46,5,Prey,None,1
47,3,Prey,None,1
48,5,Prey,None,1
49,6,Prey,None,1
50,3,Prey,None,1
51,3,Prey,None,2
52,2,Prey,None,2
53,6,Prey,None,2
54,3,Prey,None,2
55,3,Prey,None,2
56,3,Prey,None,2
57,2,Prey,None,2
58,7,Prey,None,2
59,8,Prey,None,2
60,2,Prey,None,2
61,2,Prey,None,2
62,2,Prey,None,2
63,6,Prey,None,2
64,3,Prey,None,2
65,4,Prey,None,2
66,5,Prey,None,2
67,4,Prey,None,2
68,2,Prey,None,2
69,4,Prey,None,2
70,9,Prey,None,2
71,2,Prey,None,2
72,3,Prey,None,2
73,2,Prey,None,2
74,3,Prey,None,2
75,7,Prey,None,2
76,3,Prey,None,2
77,3,Prey,None,2
78,4,Prey,None,2
79,2,Prey,None,2
80,2,Prey,None,2
81,2,Prey,None,2
82,3,Prey,None,2
83,3,Prey,None,2
84,3,Prey,None,2
85,7,Prey,None,2
86,4,Prey,None,2
87,6,Prey,None,2
88,2,Prey,None,2
89,3,Prey,None,2
90,4,Prey,None,2
91,3,Prey,None,2
92,2,Prey,None,2
93,2,Prey,None,2
94,8,Prey,None,2
95,3,Prey,None,2
96,3,Prey,None,2
97,7,Prey,None,2
98,2,Prey,None,2
99,3,Prey,None,2
100,4,Prey,None,2
101,3,Prey,None,3
102,3,Prey,None,3
103,2,Prey,None,3
104,3,Prey,None,3
105,8,Prey,None,3
106,3,Prey,None,3
107,5,Prey,None,3
108,3,Prey,None,3
109,3,Prey,None,3
110,3,Prey,None,3
111,2,Prey,None,3
112,2,Prey,None,3
113,4,Prey,None,3
114,4,Prey,None,3
115,3,Prey,None,3
116,3,Prey,None,3
117,6,Prey,None,3
118,3,Prey,None,3
119,3,Prey,None,3
120,5,Prey,None,3
121,3,Prey,None,3
122,3,Prey,None,3
123,4,Prey,None,3
124,4,Prey,None,3
125,3,Prey,None,3
126,6,Prey,None,3
127,4,Prey,None,3
128,3,Prey,None,3
129,4,Prey,None,3
130,5,Prey,None,3
131,3,Prey,None,3
132,2,Prey,None,3
133,3,Prey,None,3
134,6,Prey,None,3
135,2,Prey,None,3
136,4,Prey,None,3
137,5,Prey,None,3
138,5,Prey,None,3
139,7,Prey,None,3
140,3,Prey,None,3
141,5,Prey,None,3
142,6,Prey,None,3
143,4,Prey,None,3
144,3,Prey,None,3
145,3,Prey,None,3
146,2,Prey,None,3
147,6,Prey,None,3
148,6,Prey,None,3
149,4,Prey,None,3
150,2,Prey,None,3
151,3,Prey,None,4
152,2,Prey,None,4
153,4,Prey,None,4
154,2,Prey,None,4
155,4,Prey,None,4
156,5,Prey,None,4
157,4,Prey,None,4
158,4,Prey,None,4
159,5,Prey,None,4
160,4,Prey,None,4
161,8,Prey,None,4
162,4,Prey,None,4
163,4,Prey,None,4
164,3,Prey,None,4
165,3,Prey,None,4
166,3,Prey,None,4
167,5,Prey,None,4
168,3,Prey,None,4
169,2,Prey,None,4
170,4,Prey,None,4
171,3,Prey,None,4
172,9,Prey,None,4
173,4,Prey,None,4
174,4,Prey,None,4
175,3,Prey,None,4
176,5,Prey,None,4
177,3,Prey,None,4
178,6,Prey,None,4
179,3,Prey,None,4
180,4,Prey,None,4
181,5,Prey,None,4
182,2,Prey,None,4
183,3,Prey,None,4
184,4,Prey,None,4
185,2,Prey,None,4
186,3,Prey,None,4
187,3,Prey,None,4
188,9,Prey,None,4
189,3,Prey,None,4
190,4,Prey,None,4
191,4,Prey,None,4
192,3,Prey,None,4
193,4,Prey,None,4
194,5,Prey,None,4
195,3,Prey,None,4
196,4,Prey,None,4
197,3,Prey,None,4
198,3,Prey,None,4
199,5,Prey,None,4
200,5,Prey,None,4
1,2,Prey,Shared,1
2,8,Prey,Shared,1
3,4,Prey,Shared,1
4,3,Prey,Shared,1
5,3,Prey,Shared,1
6,4,Prey,Shared,1
7,5,Prey,Shared,1
8,2,Prey,Shared,1
9,3,Prey,Shared,1
10,5,Prey,Shared,1
11,3,Prey,Shared,1
12,4,Prey,Shared,1
13,3,Prey,Shared,1
14,3,Prey,Shared,1
15,2,Prey,Shared,1
16,4,Prey,Shared,1
17,3,Prey,Shared,1
18,4,Prey,Shared,1
19,4,Prey,Shared,1
20,3,Prey,Shared,1
21,3,Prey,Shared,1
22,2,Prey,Shared,1
23,2,Prey,Shared,1
24,4,Prey,Shared,1
25,5,Prey,Shared,1
26,4,Prey,Shared,1
27,3,Prey,Shared,1
28,2,Prey,Shared,1
29,2,Prey,Shared,1
30,3,Prey,Shared,1
31,4,Prey,Shared,1
32,3,Prey,Shared,1
33,3,Prey,Shared,1
34,3,Prey,Shared,1
35,2,Prey,Shared,1
36,3,Prey,Shared,1
37,3,Prey,Shared,1
38,2,Prey,Shared,1
39,2,Prey,Shared,1
40,4,Prey,Shared,1
41,4,Prey,Shared,1
42,2,Prey,Shared,1
43,3,Prey,Shared,1
44,3,Prey,Shared,1
45,3,Prey,Shared,1
46,3,Prey,Shared,1
47,3,Prey,Shared,1
48,3,Prey,Shared,1
49,4,Prey,Shared,1
50,3,Prey,Shared,1
51,4,Prey,Shared,2
52,3,Prey,Shared,2
53,2,Prey,Shared,2
54,3,Prey,Shared,2
55,2,Prey,Shared,2
56,3,Prey,Shared,2
57,3,Prey,Shared,2
58,2,Prey,Shared,2
59,3,Prey,Shared,2
60,2,Prey,Shared,2
61,2,Prey,Shared,2
62,2,Prey,Shared,2
63,5,Prey,Shared,2
64,4,Prey,Shared,2
65,2,Prey,Shared,2
66,4,Prey,Shared,2
67,3,Prey,Shared,2
68,4,Prey,Shared,2
69,3,Prey,Shared,2
70,3,Prey,Shared,2
71,3,Prey,Shared,2
72,4,Prey,Shared,2
73,3,Prey,Shared,2
74,4,Prey,Shared,2
75,4,Prey,Shared,2
76,6,Prey,Shared,2
77,3,Prey,Shared,2
78,4,Prey,Shared,2
79,2,Prey,Shared,2
80,2,Prey,Shared,2
81,2,Prey,Shared,2
82,3,Prey,Shared,2
83,2,Prey,Shared,2
84,6,Prey,Shared,2
85,3,Prey,Shared,2
86,2,Prey,Shared,2
87,4,Prey,Shared,2
88,3,Prey,Shared,2
89,3,Prey,Shared,2
90,3,Prey,Shared,2
91,2,Prey,Shared,2
92,3,Prey,Shared,2
93,3,Prey,Shared,2
94,3,Prey,Shared,2
95,3,Prey,Shared,2
96,2,Prey,Shared,2
97,2,Prey,Shared,2
98,7,Prey,Shared,2
99,3,Prey,Shared,2
100,4,Prey,Shared,2
101,3,Prey,Shared,3
102,3,Prey,Shared,3
103,3,Prey,Shared,3
104,2,Prey,Shared,3
105,3,Prey,Shared,3
106,6,Prey,Shared,3
107,3,Prey,Shared,3
108,2,Prey,Shared,3
109,3,Prey,Shared,3
110,3,Prey,Shared,3
111,4,Prey,Shared,3
112,2,Prey,Shared,3
113,2,Prey,Shared,3
114,3,Prey,Shared,3
115,5,Prey,Shared,3
116,4,Prey,Shared,3
117,3,Prey,Shared,3
118,3,Prey,Shared,3
119,3,Prey,Shared,3
120,3,Prey,Shared,3
121,3,Prey,Shared,3
122,2,Prey,Shared,3
123,2,Prey,Shared,3
124,7,Prey,Shared,3
125,3,Prey,Shared,3
126,3,Prey,Shared,3
127,3,Prey,Shared,3
128,6,Prey,Shared,3
129,3,Prey,Shared,3
130,6,Prey,Shared,3
131,6,Prey,Shared,3
132,3,Prey,Shared,3
133,4,Prey,Shared,3
134,3,Prey,Shared,3
135,2,Prey,Shared,3
136,3,Prey,Shared,3
137,3,Prey,Shared,3
138,4,Prey,Shared,3
139,3,Prey,Shared,3
140,2,Prey,Shared,3
141,4,Prey,Shared,3
142,4,Prey,Shared,3
143,3,Prey,Shared,3
144,3,Prey,Shared,3
145,2,Prey,Shared,3
146,2,Prey,Shared,3
147,2,Prey,Shared,3
148,3,Prey,Shared,3
149,3,Prey,Shared,3
150,5,Prey,Shared,3
151,3,Prey,Shared,4
152,2,Prey,Shared,4
153,3,Prey,Shared,4
154,2,Prey,Shared,4
155,3,Prey,Shared,4
156,7,Prey,Shared,4
157,5,Prey,Shared,4
158,3,Prey,Shared,4
159,5,Prey,Shared,4
160,3,Prey,Shared,4
161,5,Prey,Shared,4
162,4,Prey,Shared,4
163,3,Prey,Shared,4
164,4,Prey,Shared,4
165,4,Prey,Shared,4
166,3,Prey,Shared,4
167,3,Prey,Shared,4
168,3,Prey,Shared,4
169,6,Prey,Shared,4
170,4,Prey,Shared,4
171,4,Prey,Shared,4
172,3,Prey,Shared,4
173,4,Prey,Shared,4
174,2,Prey,Shared,4
175,4,Prey,Shared,4
176,2,Prey,Shared,4
177,3,Prey,Shared,4
178,2,Prey,Shared,4
179,3,Prey,Shared,4
180,2,Prey,Shared,4
181,5,Prey,Shared,4
182,3,Prey,Shared,4
183,2,Prey,Shared,4
184,3,Prey,Shared,4
185,4,Prey,Shared,4
186,4,Prey,Shared,4
187,3,Prey,Shared,4
188,4,Prey,Shared,4
189,5,Prey,Shared,4
190,3,Prey,Shared,4
191,5,Prey,Shared,4
192,2,Prey,Shared,4
193,5,Prey,Shared,4
194,4,Prey,Shared,4
195,4,Prey,Shared,4
196,4,Prey,Shared,4
197,4,Prey,Shared,4
198,3,Prey,Shared,4
199,3,Prey,Shared,4
200,3,Prey,Shared,4
