behaviorSpaceRun,componentID,componentSize,terr,mem,numPred
141,3,10,Prey,None,3
141,1,3,Prey,None,3
141,4,2,Prey,None,3
142,4,1,Prey,None,3
142,1,11,Prey,None,3
142,5,1,Prey,None,3
142,3,2,Prey,None,3
142,2,4,Prey,None,3
142,6,1,Prey,None,3
143,4,7,Prey,None,3
143,2,7,Prey,None,3
143,1,2,Prey,None,3
143,3,4,Prey,None,3
144,3,9,Prey,None,3
144,2,4,Prey,None,3
144,1,7,Prey,None,3
145,1,14,Prey,None,3
145,2,3,Prey,None,3
145,3,3,Prey,None,3
146,2,18,Prey,None,3
146,1,2,Prey,None,3
147,2,9,Prey,None,3
147,1,7,Prey,None,3
147,3,1,Prey,None,3
147,4,1,Prey,None,3
147,5,1,Prey,None,3
147,6,1,Prey,None,3
148,3,4,Prey,None,3
148,1,6,Prey,None,3
148,2,7,Prey,None,3
148,4,1,Prey,None,3
148,5,1,Prey,None,3
148,6,1,Prey,None,3
149,1,10,Prey,None,3
149,3,3,Prey,None,3
149,4,5,Prey,None,3
149,2,2,Prey,None,3
150,2,18,Prey,None,3
150,1,2,Prey,None,3
151,2,4,Prey,None,4
151,1,6,Prey,None,4
151,3,10,Prey,None,4
152,2,17,Prey,None,4
152,1,3,Prey,None,4
153,1,8,Prey,None,4
153,2,10,Prey,None,4
153,3,1,Prey,None,4
153,4,1,Prey,None,4
154,1,10,Prey,None,4
154,2,10,Prey,None,4
155,1,8,Prey,None,4
155,4,3,Prey,None,4
155,3,6,Prey,None,4
155,2,3,Prey,None,4
156,4,5,Prey,None,4
156,3,3,Prey,None,4
156,1,3,Prey,None,4
156,2,8,Prey,None,4
156,5,1,Prey,None,4
157,1,5,Prey,None,4
157,2,8,Prey,None,4
157,3,6,Prey,None,4
157,4,1,Prey,None,4
158,2,11,Prey,None,4
158,1,2,Prey,None,4
158,3,2,Prey,None,4
158,4,5,Prey,None,4
159,5,1,Prey,None,4
159,3,7,Prey,None,4
159,2,4,Prey,None,4
159,4,3,Prey,None,4
159,1,5,Prey,None,4
160,1,7,Prey,None,4
160,2,6,Prey,None,4
160,4,5,Prey,None,4
160,3,2,Prey,None,4
161,4,2,Prey,None,4
161,3,4,Prey,None,4
161,2,8,Prey,None,4
161,5,1,Prey,None,4
161,6,1,Prey,None,4
161,7,1,Prey,None,4
161,1,2,Prey,None,4
161,8,1,Prey,None,4
162,2,7,Prey,None,4
162,4,6,Prey,None,4
162,1,3,Prey,None,4
162,3,4,Prey,None,4
163,2,10,Prey,None,4
163,4,5,Prey,None,4
163,3,2,Prey,None,4
163,1,3,Prey,None,4
164,2,11,Prey,None,4
164,1,7,Prey,None,4
164,3,2,Prey,None,4
165,2,13,Prey,None,4
165,1,2,Prey,None,4
165,3,5,Prey,None,4
166,3,5,Prey,None,4
166,2,10,Prey,None,4
166,1,5,Prey,None,4
167,3,4,Prey,None,4
167,2,5,Prey,None,4
167,1,9,Prey,None,4
167,4,1,Prey,None,4
167,5,1,Prey,None,4
168,2,5,Prey,None,4
168,1,8,Prey,None,4
168,3,7,Prey,None,4
169,2,15,Prey,None,4
169,1,5,Prey,None,4
170,1,7,Prey,None,4
170,2,6,Prey,None,4
170,4,2,Prey,None,4
170,3,5,Prey,None,4
171,3,14,Prey,None,4
171,2,4,Prey,None,4
171,1,2,Prey,None,4
172,2,7,Prey,None,4
172,3,5,Prey,None,4
172,1,2,Prey,None,4
172,4,1,Prey,None,4
172,5,1,Prey,None,4
172,6,1,Prey,None,4
172,7,1,Prey,None,4
172,8,1,Prey,None,4
172,9,1,Prey,None,4
173,1,8,Prey,None,4
173,2,10,Prey,None,4
173,3,1,Prey,None,4
173,4,1,Prey,None,4
174,3,4,Prey,None,4
174,2,4,Prey,None,4
174,1,6,Prey,None,4
174,4,6,Prey,None,4
175,2,10,Prey,None,4
175,3,4,Prey,None,4
175,1,6,Prey,None,4
176,2,2,Prey,None,4
176,3,5,Prey,None,4
176,5,7,Prey,None,4
176,4,3,Prey,None,4
176,1,3,Prey,None,4
177,1,8,Prey,None,4
177,2,10,Prey,None,4
177,3,2,Prey,None,4
178,1,7,Prey,None,4
178,2,4,Prey,None,4
178,5,1,Prey,None,4
178,3,4,Prey,None,4
178,4,3,Prey,None,4
178,6,1,Prey,None,4
179,3,12,Prey,None,4
179,1,3,Prey,None,4
179,2,5,Prey,None,4
180,1,7,Prey,None,4
180,2,2,Prey,None,4
180,4,6,Prey,None,4
180,3,5,Prey,None,4
181,1,7,Prey,None,4
181,3,7,Prey,None,4
181,2,4,Prey,None,4
181,4,1,Prey,None,4
181,5,1,Prey,None,4
182,1,8,Prey,None,4
182,2,12,Prey,None,4
183,3,11,Prey,None,4
183,2,6,Prey,None,4
183,1,3,Prey,None,4
184,4,5,Prey,None,4
184,1,7,Prey,None,4
184,3,4,Prey,None,4
184,2,4,Prey,None,4
185,1,13,Prey,None,4
185,2,7,Prey,None,4
186,2,10,Prey,None,4
186,3,8,Prey,None,4
186,1,2,Prey,None,4
187,3,3,Prey,None,4
187,1,8,Prey,None,4
187,2,9,Prey,None,4
188,1,2,Prey,None,4
188,3,5,Prey,None,4
188,7,1,Prey,None,4
188,6,4,Prey,None,4
188,5,2,Prey,None,4
188,8,1,Prey,None,4
188,4,2,Prey,None,4
188,2,2,Prey,None,4
188,9,1,Prey,None,4
189,3,6,Prey,None,4
189,2,7,Prey,None,4
189,1,7,Prey,None,4
190,3,5,Prey,None,4
190,1,6,Prey,None,4
190,2,6,Prey,None,4
190,4,3,Prey,None,4
191,3,12,Prey,None,4
191,4,2,Prey,None,4
191,1,3,Prey,None,4
191,2,3,Prey,None,4
192,2,15,Prey,None,4
192,3,3,Prey,None,4
192,1,2,Prey,None,4
193,2,10,Prey,None,4
193,1,8,Prey,None,4
193,3,1,Prey,None,4
193,4,1,Prey,None,4
194,1,5,Prey,None,4
194,2,9,Prey,None,4
194,3,4,Prey,None,4
194,4,1,Prey,None,4
194,5,1,Prey,None,4
195,2,9,Prey,None,4
195,3,6,Prey,None,4
195,1,5,Prey,None,4
196,2,7,Prey,None,4
196,3,7,Prey,None,4
196,1,5,Prey,None,4
196,4,1,Prey,None,4
197,3,13,Prey,None,4
197,1,5,Prey,None,4
197,2,2,Prey,None,4
198,3,5,Prey,None,4
198,2,8,Prey,None,4
198,1,7,Prey,None,4
199,3,6,Prey,None,4
199,1,3,Prey,None,4
199,4,6,Prey,None,4
199,2,4,Prey,None,4
199,5,1,Prey,None,4
200,3,3,Prey,None,4
200,4,1,Prey,None,4
200,2,13,Prey,None,4
200,5,1,Prey,None,4
200,1,2,Prey,None,4
1,1,11,Prey,Shared,1
1,2,9,Prey,Shared,1
2,2,4,Prey,Shared,1
2,3,5,Prey,Shared,1
2,4,2,Prey,Shared,1
2,1,5,Prey,Shared,1
2,5,1,Prey,Shared,1
2,6,1,Prey,Shared,1
2,7,1,Prey,Shared,1
2,8,1,Prey,Shared,1
3,4,4,Prey,Shared,1
3,3,8,Prey,Shared,1
3,1,6,Prey,Shared,1
3,2,2,Prey,Shared,1
4,2,6,Prey,Shared,1
4,1,9,Prey,Shared,1
4,3,5,Prey,Shared,1
5,1,12,Prey,Shared,1
5,2,4,Prey,Shared,1
5,3,4,Prey,Shared,1
6,4,6,Prey,Shared,1
6,1,8,Prey,Shared,1
6,2,3,Prey,Shared,1
6,3,3,Prey,Shared,1
7,2,7,Prey,Shared,1
7,3,2,Prey,Shared,1
7,1,5,Prey,Shared,1
7,5,3,Prey,Shared,1
7,4,3,Prey,Shared,1
8,2,18,Prey,Shared,1
8,1,2,Prey,Shared,1
9,1,8,Prey,Shared,1
9,3,7,Prey,Shared,1
9,2,5,Prey,Shared,1
10,1,5,Prey,Shared,1
10,4,1,Prey,Shared,1
10,3,9,Prey,Shared,1
10,2,4,Prey,Shared,1
10,5,1,Prey,Shared,1
11,2,11,Prey,Shared,1
11,1,8,Prey,Shared,1
11,3,1,Prey,Shared,1
12,3,7,Prey,Shared,1
12,2,7,Prey,Shared,1
12,4,4,Prey,Shared,1
12,1,2,Prey,Shared,1
13,2,8,Prey,Shared,1
13,1,4,Prey,Shared,1
13,3,8,Prey,Shared,1
14,1,8,Prey,Shared,1
14,2,10,Prey,Shared,1
14,3,2,Prey,Shared,1
15,2,18,Prey,Shared,1
15,1,2,Prey,Shared,1
16,3,11,Prey,Shared,1
16,4,5,Prey,Shared,1
16,2,2,Prey,Shared,1
16,1,2,Prey,Shared,1
17,1,7,Prey,Shared,1
17,2,4,Prey,Shared,1
17,3,9,Prey,Shared,1
18,3,5,Prey,Shared,1
18,2,6,Prey,Shared,1
18,1,5,Prey,Shared,1
18,4,4,Prey,Shared,1
19,3,5,Prey,Shared,1
19,4,7,Prey,Shared,1
19,2,6,Prey,Shared,1
19,1,2,Prey,Shared,1
20,2,6,Prey,Shared,1
20,1,3,Prey,Shared,1
20,3,11,Prey,Shared,1
21,1,9,Prey,Shared,1
21,2,6,Prey,Shared,1
21,3,5,Prey,Shared,1
22,1,7,Prey,Shared,1
22,2,13,Prey,Shared,1
23,1,9,Prey,Shared,1
23,2,11,Prey,Shared,1
24,3,3,Prey,Shared,1
24,4,6,Prey,Shared,1
24,2,3,Prey,Shared,1
24,1,8,Prey,Shared,1
25,3,5,Prey,Shared,1
25,4,5,Prey,Shared,1
25,5,3,Prey,Shared,1
25,2,5,Prey,Shared,1
25,1,2,Prey,Shared,1
26,2,4,Prey,Shared,1
26,3,5,Prey,Shared,1
26,4,7,Prey,Shared,1
26,1,4,Prey,Shared,1
27,2,7,Prey,Shared,1
27,1,8,Prey,Shared,1
27,3,5,Prey,Shared,1
28,1,10,Prey,Shared,1
28,2,10,Prey,Shared,1
29,1,7,Prey,Shared,1
29,2,13,Prey,Shared,1
30,1,9,Prey,Shared,1
30,3,5,Prey,Shared,1
30,2,6,Prey,Shared,1
31,3,5,Prey,Shared,1
31,1,9,Prey,Shared,1
31,2,5,Prey,Shared,1
31,4,1,Prey,Shared,1
32,2,8,Prey,Shared,1
32,3,6,Prey,Shared,1
32,1,6,Prey,Shared,1
33,1,8,Prey,Shared,1
33,2,11,Prey,Shared,1
33,3,1,Prey,Shared,1
34,2,9,Prey,Shared,1
34,3,5,Prey,Shared,1
34,1,6,Prey,Shared,1
35,2,7,Prey,Shared,1
35,1,13,Prey,Shared,1
36,2,12,Prey,Shared,1
36,3,6,Prey,Shared,1
36,1,2,Prey,Shared,1
37,1,7,Prey,Shared,1
37,2,8,Prey,Shared,1
37,3,5,Prey,Shared,1
38,2,8,Prey,Shared,1
38,1,12,Prey,Shared,1
39,2,13,Prey,Shared,1
39,1,7,Prey,Shared,1
40,3,6,Prey,Shared,1
40,1,6,Prey,Shared,1
40,4,4,Prey,Shared,1
40,2,4,Prey,Shared,1
41,2,5,Prey,Shared,1
41,4,5,Prey,Shared,1
41,1,5,Prey,Shared,1
41,3,5,Prey,Shared,1
42,1,16,Prey,Shared,1
42,2,4,Prey,Shared,1
43,2,15,Prey,Shared,1
43,3,3,Prey,Shared,1
43,1,2,Prey,Shared,1
44,3,6,Prey,Shared,1
44,1,9,Prey,Shared,1
44,2,5,Prey,Shared,1
45,1,6,Prey,Shared,1
45,2,7,Prey,Shared,1
45,3,7,Prey,Shared,1
46,1,10,Prey,Shared,1
46,2,7,Prey,Shared,1
46,3,3,Prey,Shared,1
47,2,5,Prey,Shared,1
47,3,5,Prey,Shared,1
47,1,10,Prey,Shared,1
48,2,11,Prey,Shared,1
48,3,7,Prey,Shared,1
48,1,2,Prey,Shared,1
49,2,7,Prey,Shared,1
49,4,7,Prey,Shared,1
49,1,2,Prey,Shared,1
49,3,4,Prey,Shared,1
50,2,13,Prey,Shared,1
50,1,4,Prey,Shared,1
50,3,3,Prey,Shared,1
51,2,5,Prey,Shared,2
51,1,7,Prey,Shared,2
51,3,5,Prey,Shared,2
51,4,3,Prey,Shared,2
52,3,16,Prey,Shared,2
52,1,2,Prey,Shared,2
52,2,2,Prey,Shared,2
53,2,9,Prey,Shared,2
53,1,11,Prey,Shared,2
54,3,12,Prey,Shared,2
54,2,6,Prey,Shared,2
54,1,2,Prey,Shared,2
55,1,13,Prey,Shared,2
55,2,7,Prey,Shared,2
56,1,5,Prey,Shared,2
56,3,13,Prey,Shared,2
56,2,2,Prey,Shared,2
57,1,6,Prey,Shared,2
57,2,12,Prey,Shared,2
57,3,2,Prey,Shared,2
58,1,10,Prey,Shared,2
58,2,10,Prey,Shared,2
59,1,5,Prey,Shared,2
59,3,6,Prey,Shared,2
59,2,9,Prey,Shared,2
60,1,15,Prey,Shared,2
60,2,5,Prey,Shared,2
61,1,11,Prey,Shared,2
61,2,9,Prey,Shared,2
62,1,10,Prey,Shared,2
62,2,10,Prey,Shared,2
63,3,5,Prey,Shared,2
63,1,8,Prey,Shared,2
63,2,5,Prey,Shared,2
63,4,1,Prey,Shared,2
63,5,1,Prey,Shared,2
64,3,11,Prey,Shared,2
64,1,2,Prey,Shared,2
64,4,5,Prey,Shared,2
64,2,2,Prey,Shared,2
65,1,15,Prey,Shared,2
65,2,5,Prey,Shared,2
66,2,6,Prey,Shared,2
66,1,5,Prey,Shared,2
66,4,5,Prey,Shared,2
66,3,4,Prey,Shared,2
67,1,4,Prey,Shared,2
67,3,9,Prey,Shared,2
67,2,7,Prey,Shared,2
68,3,11,Prey,Shared,2
68,1,2,Prey,Shared,2
68,4,5,Prey,Shared,2
68,2,2,Prey,Shared,2
69,3,8,Prey,Shared,2
69,2,7,Prey,Shared,2
69,1,5,Prey,Shared,2
70,2,14,Prey,Shared,2
70,3,4,Prey,Shared,2
70,1,2,Prey,Shared,2
71,1,6,Prey,Shared,2
71,2,10,Prey,Shared,2
71,3,4,Prey,Shared,2
72,2,7,Prey,Shared,2
72,3,6,Prey,Shared,2
72,1,4,Prey,Shared,2
72,4,3,Prey,Shared,2
73,2,14,Prey,Shared,2
73,3,3,Prey,Shared,2
73,1,3,Prey,Shared,2
74,1,2,Prey,Shared,2
74,3,7,Prey,Shared,2
74,2,6,Prey,Shared,2
74,4,5,Prey,Shared,2
75,3,2,Prey,Shared,2
75,4,6,Prey,Shared,2
75,2,10,Prey,Shared,2
75,1,2,Prey,Shared,2
76,4,1,Prey,Shared,2
76,1,5,Prey,Shared,2
76,3,7,Prey,Shared,2
76,2,5,Prey,Shared,2
76,5,1,Prey,Shared,2
76,6,1,Prey,Shared,2
77,1,10,Prey,Shared,2
77,3,4,Prey,Shared,2
77,2,6,Prey,Shared,2
78,3,11,Prey,Shared,2
78,2,2,Prey,Shared,2
78,1,6,Prey,Shared,2
78,4,1,Prey,Shared,2
79,1,9,Prey,Shared,2
79,2,11,Prey,Shared,2
80,2,8,Prey,Shared,2
80,1,12,Prey,Shared,2
81,2,18,Prey,Shared,2
81,1,2,Prey,Shared,2
82,1,11,Prey,Shared,2
82,3,4,Prey,Shared,2
82,2,5,Prey,Shared,2
83,2,8,Prey,Shared,2
83,1,12,Prey,Shared,2
84,5,1,Prey,Shared,2
84,1,4,Prey,Shared,2
84,3,8,Prey,Shared,2
84,4,4,Prey,Shared,2
84,2,2,Prey,Shared,2
84,6,1,Prey,Shared,2
85,1,5,Prey,Shared,2
85,2,6,Prey,Shared,2
85,3,9,Prey,Shared,2
86,1,8,Prey,Shared,2
86,2,12,Prey,Shared,2
87,1,4,Prey,Shared,2
87,2,8,Prey,Shared,2
87,4,3,Prey,Shared,2
87,3,5,Prey,Shared,2
88,2,8,Prey,Shared,2
88,1,7,Prey,Shared,2
88,3,5,Prey,Shared,2
89,1,6,Prey,Shared,2
89,3,12,Prey,Shared,2
89,2,2,Prey,Shared,2
90,3,16,Prey,Shared,2
90,1,2,Prey,Shared,2
90,2,2,Prey,Shared,2
91,1,15,Prey,Shared,2
91,2,5,Prey,Shared,2
92,1,2,Prey,Shared,2
92,3,8,Prey,Shared,2
92,2,10,Prey,Shared,2
93,2,8,Prey,Shared,2
93,1,11,Prey,Shared,2
93,3,1,Prey,Shared,2
94,1,9,Prey,Shared,2
94,2,6,Prey,Shared,2
94,3,5,Prey,Shared,2
95,3,6,Prey,Shared,2
95,2,9,Prey,Shared,2
95,1,5,Prey,Shared,2
96,1,13,Prey,Shared,2
96,2,7,Prey,Shared,2
97,2,18,Prey,Shared,2
97,1,2,Prey,Shared,2
98,2,4,Prey,Shared,2
98,3,5,Prey,Shared,2
98,1,7,Prey,Shared,2
98,4,1,Prey,Shared,2
98,5,1,Prey,Shared,2
98,6,1,Prey,Shared,2
98,7,1,Prey,Shared,2
99,1,11,Prey,Shared,2
99,3,4,Prey,Shared,2
99,2,5,Prey,Shared,2
100,1,4,Prey,Shared,2
100,4,3,Prey,Shared,2
100,2,8,Prey,Shared,2
100,3,5,Prey,Shared,2
101,1,10,Prey,Shared,3
101,3,7,Prey,Shared,3
101,2,3,Prey,Shared,3
102,3,9,Prey,Shared,3
102,1,2,Prey,Shared,3
102,2,9,Prey,Shared,3
103,1,5,Prey,Shared,3
103,3,10,Prey,Shared,3
103,2,5,Prey,Shared,3
104,1,10,Prey,Shared,3
104,2,10,Prey,Shared,3
105,3,6,Prey,Shared,3
105,2,12,Prey,Shared,3
105,1,2,Prey,Shared,3
106,1,9,Prey,Shared,3
106,4,1,Prey,Shared,3
106,3,2,Prey,Shared,3
106,5,1,Prey,Shared,3
106,2,6,Prey,Shared,3
106,6,1,Prey,Shared,3
107,2,6,Prey,Shared,3
107,1,10,Prey,Shared,3
107,3,4,Prey,Shared,3
108,2,18,Prey,Shared,3
108,1,2,Prey,Shared,3
109,1,8,Prey,Shared,3
109,2,9,Prey,Shared,3
109,3,3,Prey,Shared,3
110,2,5,Prey,Shared,3
110,1,8,Prey,Shared,3
110,3,7,Prey,Shared,3
111,2,5,Prey,Shared,3
111,3,3,Prey,Shared,3
111,4,7,Prey,Shared,3
111,1,5,Prey,Shared,3
112,1,6,Prey,Shared,3
112,2,14,Prey,Shared,3
113,2,18,Prey,Shared,3
113,1,2,Prey,Shared,3
114,1,8,Prey,Shared,3
114,3,6,Prey,Shared,3
114,2,6,Prey,Shared,3
115,3,4,Prey,Shared,3
115,1,9,Prey,Shared,3
115,2,5,Prey,Shared,3
115,4,1,Prey,Shared,3
115,5,1,Prey,Shared,3
116,4,9,Prey,Shared,3
116,3,4,Prey,Shared,3
116,2,4,Prey,Shared,3
116,1,3,Prey,Shared,3
117,1,8,Prey,Shared,3
117,2,4,Prey,Shared,3
117,3,8,Prey,Shared,3
118,3,6,Prey,Shared,3
118,1,9,Prey,Shared,3
118,2,5,Prey,Shared,3
119,3,4,Prey,Shared,3
119,2,10,Prey,Shared,3
119,1,6,Prey,Shared,3
120,2,15,Prey,Shared,3
120,1,2,Prey,Shared,3
120,3,3,Prey,Shared,3
121,3,6,Prey,Shared,3
121,2,12,Prey,Shared,3
121,1,2,Prey,Shared,3
122,1,14,Prey,Shared,3
122,2,6,Prey,Shared,3
123,2,10,Prey,Shared,3
123,1,10,Prey,Shared,3
124,3,3,Prey,Shared,3
124,1,5,Prey,Shared,3
124,2,7,Prey,Shared,3
124,4,2,Prey,Shared,3
124,5,1,Prey,Shared,3
124,6,1,Prey,Shared,3
124,7,1,Prey,Shared,3
125,3,5,Prey,Shared,3
125,2,8,Prey,Shared,3
125,1,7,Prey,Shared,3
126,2,5,Prey,Shared,3
126,3,8,Prey,Shared,3
126,1,7,Prey,Shared,3
127,2,15,Prey,Shared,3
127,1,2,Prey,Shared,3
127,3,3,Prey,Shared,3
128,2,3,Prey,Shared,3
128,1,6,Prey,Shared,3
128,4,7,Prey,Shared,3
128,5,1,Prey,Shared,3
128,3,2,Prey,Shared,3
128,6,1,Prey,Shared,3
129,3,7,Prey,Shared,3
129,2,9,Prey,Shared,3
129,1,4,Prey,Shared,3
130,1,5,Prey,Shared,3
130,3,6,Prey,Shared,3
130,2,6,Prey,Shared,3
130,4,1,Prey,Shared,3
130,5,1,Prey,Shared,3
130,6,1,Prey,Shared,3
131,6,4,Prey,Shared,3
131,3,2,Prey,Shared,3
131,1,5,Prey,Shared,3
131,5,3,Prey,Shared,3
131,2,4,Prey,Shared,3
131,4,2,Prey,Shared,3
132,3,5,Prey,Shared,3
132,2,12,Prey,Shared,3
132,1,3,Prey,Shared,3
133,2,5,Prey,Shared,3
133,3,4,Prey,Shared,3
133,1,9,Prey,Shared,3
133,4,2,Prey,Shared,3
134,1,9,Prey,Shared,3
134,2,8,Prey,Shared,3
134,3,3,Prey,Shared,3
135,1,11,Prey,Shared,3
135,2,9,Prey,Shared,3
136,2,8,Prey,Shared,3
136,1,8,Prey,Shared,3
136,3,4,Prey,Shared,3
137,2,13,Prey,Shared,3
137,1,4,Prey,Shared,3
137,3,3,Prey,Shared,3
138,1,12,Prey,Shared,3
138,2,6,Prey,Shared,3
138,3,1,Prey,Shared,3
138,4,1,Prey,Shared,3
139,3,9,Prey,Shared,3
139,2,9,Prey,Shared,3
139,1,2,Prey,Shared,3
140,2,10,Prey,Shared,3
140,1,10,Prey,Shared,3
141,4,4,Prey,Shared,3
141,1,8,Prey,Shared,3
141,3,5,Prey,Shared,3
141,2,3,Prey,Shared,3
142,4,5,Prey,Shared,3
142,1,7,Prey,Shared,3
142,3,4,Prey,Shared,3
142,2,4,Prey,Shared,3
143,2,7,Prey,Shared,3
143,1,10,Prey,Shared,3
143,3,3,Prey,Shared,3
144,3,8,Prey,Shared,3
144,1,4,Prey,Shared,3
144,2,8,Prey,Shared,3
145,2,18,Prey,Shared,3
145,1,2,Prey,Shared,3
146,2,16,Prey,Shared,3
146,1,4,Prey,Shared,3
147,1,14,Prey,Shared,3
147,2,6,Prey,Shared,3
148,1,8,Prey,Shared,3
148,3,6,Prey,Shared,3
148,2,6,Prey,Shared,3
149,2,8,Prey,Shared,3
149,3,5,Prey,Shared,3
149,1,7,Prey,Shared,3
150,2,13,Prey,Shared,3
150,3,3,Prey,Shared,3
150,1,2,Prey,Shared,3
150,4,1,Prey,Shared,3
150,5,1,Prey,Shared,3
151,1,9,Prey,Shared,4
151,3,4,Prey,Shared,4
151,2,7,Prey,Shared,4
152,2,11,Prey,Shared,4
152,1,9,Prey,Shared,4
153,2,7,Prey,Shared,4
153,1,8,Prey,Shared,4
153,3,5,Prey,Shared,4
154,2,12,Prey,Shared,4
154,1,8,Prey,Shared,4
155,2,8,Prey,Shared,4
155,3,9,Prey,Shared,4
155,1,3,Prey,Shared,4
156,2,7,Prey,Shared,4
156,4,6,Prey,Shared,4
156,5,1,Prey,Shared,4
156,6,1,Prey,Shared,4
156,3,2,Prey,Shared,4
156,1,2,Prey,Shared,4
156,7,1,Prey,Shared,4
157,2,6,Prey,Shared,4
157,3,8,Prey,Shared,4
157,1,4,Prey,Shared,4
157,4,1,Prey,Shared,4
157,5,1,Prey,Shared,4
158,2,8,Prey,Shared,4
158,1,7,Prey,Shared,4
158,3,5,Prey,Shared,4
159,2,3,Prey,Shared,4
159,4,6,Prey,Shared,4
159,5,3,Prey,Shared,4
159,1,4,Prey,Shared,4
159,3,4,Prey,Shared,4
160,2,12,Prey,Shared,4
160,1,3,Prey,Shared,4
160,3,5,Prey,Shared,4
161,2,3,Prey,Shared,4
161,1,5,Prey,Shared,4
161,3,5,Prey,Shared,4
161,4,4,Prey,Shared,4
161,5,3,Prey,Shared,4
162,4,4,Prey,Shared,4
162,1,6,Prey,Shared,4
162,2,5,Prey,Shared,4
162,3,5,Prey,Shared,4
163,1,5,Prey,Shared,4
163,2,13,Prey,Shared,4
163,3,2,Prey,Shared,4
164,3,7,Prey,Shared,4
164,1,7,Prey,Shared,4
164,4,2,Prey,Shared,4
164,2,4,Prey,Shared,4
165,1,7,Prey,Shared,4
165,4,3,Prey,Shared,4
165,2,6,Prey,Shared,4
165,3,4,Prey,Shared,4
166,2,15,Prey,Shared,4
166,3,3,Prey,Shared,4
166,1,2,Prey,Shared,4
167,3,8,Prey,Shared,4
167,1,6,Prey,Shared,4
167,2,6,Prey,Shared,4
168,2,9,Prey,Shared,4
168,1,7,Prey,Shared,4
168,3,4,Prey,Shared,4
169,3,5,Prey,Shared,4
169,4,2,Prey,Shared,4
169,2,4,Prey,Shared,4
169,1,7,Prey,Shared,4
169,5,1,Prey,Shared,4
169,6,1,Prey,Shared,4
170,2,9,Prey,Shared,4
170,1,6,Prey,Shared,4
170,4,1,Prey,Shared,4
170,3,4,Prey,Shared,4
171,1,10,Prey,Shared,4
171,3,3,Prey,Shared,4
171,4,3,Prey,Shared,4
171,2,4,Prey,Shared,4
172,3,3,Prey,Shared,4
172,1,2,Prey,Shared,4
172,2,15,Prey,Shared,4
173,3,6,Prey,Shared,4
173,4,4,Prey,Shared,4
173,2,5,Prey,Shared,4
173,1,5,Prey,Shared,4
174,2,11,Prey,Shared,4
174,1,9,Prey,Shared,4
175,2,8,Prey,Shared,4
175,4,5,Prey,Shared,4
175,1,3,Prey,Shared,4
175,3,4,Prey,Shared,4
176,2,14,Prey,Shared,4
176,1,6,Prey,Shared,4
177,3,7,Prey,Shared,4
177,1,5,Prey,Shared,4
177,2,8,Prey,Shared,4
178,2,13,Prey,Shared,4
178,1,7,Prey,Shared,4
179,3,13,Prey,Shared,4
179,1,3,Prey,Shared,4
179,2,4,Prey,Shared,4
180,1,10,Prey,Shared,4
180,2,10,Prey,Shared,4
181,2,6,Prey,Shared,4
181,3,3,Prey,Shared,4
181,4,5,Prey,Shared,4
181,1,2,Prey,Shared,4
181,5,4,Prey,Shared,4
182,2,15,Prey,Shared,4
182,3,3,Prey,Shared,4
182,1,2,Prey,Shared,4
183,2,13,Prey,Shared,4
183,1,7,Prey,Shared,4
184,1,9,Prey,Shared,4
184,2,6,Prey,Shared,4
184,3,5,Prey,Shared,4
185,2,6,Prey,Shared,4
185,1,5,Prey,Shared,4
185,3,7,Prey,Shared,4
185,4,2,Prey,Shared,4
186,4,5,Prey,Shared,4
186,2,5,Prey,Shared,4
186,3,8,Prey,Shared,4
186,1,2,Prey,Shared,4
187,1,10,Prey,Shared,4
187,3,5,Prey,Shared,4
187,2,5,Prey,Shared,4
188,4,7,Prey,Shared,4
188,1,5,Prey,Shared,4
188,2,4,Prey,Shared,4
188,3,4,Prey,Shared,4
189,2,7,Prey,Shared,4
189,3,3,Prey,Shared,4
189,5,1,Prey,Shared,4
189,1,7,Prey,Shared,4
189,4,2,Prey,Shared,4
190,1,10,Prey,Shared,4
190,3,7,Prey,Shared,4
190,2,3,Prey,Shared,4
191,4,5,Prey,Shared,4
191,3,3,Prey,Shared,4
191,1,8,Prey,Shared,4
191,2,3,Prey,Shared,4
191,5,1,Prey,Shared,4
192,1,9,Prey,Shared,4
192,2,11,Prey,Shared,4
193,5,5,Prey,Shared,4
193,3,2,Prey,Shared,4
193,2,4,Prey,Shared,4
193,4,7,Prey,Shared,4
193,1,2,Prey,Shared,4
194,2,5,Prey,Shared,4
194,1,5,Prey,Shared,4
194,3,5,Prey,Shared,4
194,4,5,Prey,Shared,4
195,1,10,Prey,Shared,4
195,3,5,Prey,Shared,4
195,2,3,Prey,Shared,4
195,4,2,Prey,Shared,4
196,4,7,Prey,Shared,4
196,1,6,Prey,Shared,4
196,3,3,Prey,Shared,4
196,2,4,Prey,Shared,4
197,1,7,Prey,Shared,4
197,2,7,Prey,Shared,4
197,3,3,Prey,Shared,4
197,4,3,Prey,Shared,4
198,2,9,Prey,Shared,4
198,1,2,Prey,Shared,4
198,3,9,Prey,Shared,4
199,2,10,Prey,Shared,4
199,1,3,Prey,Shared,4
199,3,7,Prey,Shared,4
200,2,7,Prey,Shared,4
200,1,9,Prey,Shared,4
200,3,4,Prey,Shared,4
